PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Watermelon,0.66,28.8,19.01
Eggplant,2.32,30.5,70.76
Apples,1.88,34.9,65.61
Carrots,1.26,20.8,26.21
Lime,1.06,7.4,7.84
Papaya,1.34,38.900000000000006,52.13
Avocados,3.23,17.2,55.56
Green beans,2.52,7.5,18.9
Asparagus,2.49,6.300000000000001,15.69
Parsnips,2.27,10.9,24.74
Ginger,5.13,7.1000000000000005,36.42
Okra,2.26,26.5,59.89
Lemon,1.29,29.400000000000002,37.93
Daikon,1.4,23.900000000000002,33.46
Garlic,1.19,25.8,30.7
Apricots,3.71,21.900000000000002,81.25
Okra,2.26,19.200000000000003,43.39
Lettuce,1.88,19.900000000000002,37.41
Green cabbage,0.8,23.8,19.04
Corn,1.07,28.6,30.6
Daikon,1.4,28.8,40.32
Butternut squash,1.28,19.8,25.34
Grapes,2.63,24.700000000000003,64.96
Green peppers,1.89,33,62.37
Lime,1.06,29.5,31.27
Lettuce,1.88,1.4000000000000001,2.63
Avocados,3.23,21.400000000000002,69.12
Watermelon,0.66,8.8,5.81
Lemon,1.29,16.3,21.03
Lemon,1.29,1.6,2.06
Apples,1.88,18.8,35.34
Green peppers,1.89,21.200000000000003,40.07
Cherries,9.5,2.9000000000000004,27.55
Grapes,2.63,17.3,45.5
Grapes,2.63,30.400000000000002,79.95
Brussels sprouts,1.65,16.400000000000002,27.06
Carrots,1.26,22.700000000000003,28.6
Lettuce,1.88,9.9,18.61
Green cabbage,0.8,29.6,23.68
Bananas,0.86,18.2,15.65
Okra,2.26,36.9,83.39
Coconuts,1.18,27.200000000000003,32.1
Cherries,9.5,18.400000000000002,174.8
Apricots,3.71,8.8,32.65
Lemon,1.29,6.5,8.39
Ginger,5.13,8.9,45.66
Grapefruit,0.76,32.2,24.47
Carrots,1.26,23.8,29.99
Beets,1.51,25.900000000000002,39.11
Potatoes,0.86,38.6,33.2
Potatoes,0.86,31.700000000000003,27.26
Lemon,1.29,25.900000000000002,33.41
Lime,1.06,12.700000000000001,13.46
Watermelon,0.66,15.8,10.43
Avocados,3.23,10.9,35.21
Parsnips,2.27,40,90.8
Yellow peppers,2.87,18.3,52.52
Okra,2.26,33.2,75.03
Cucumber,1.07,15.100000000000001,16.16
Lettuce,1.88,20.3,38.16
Garlic,1.19,16.5,19.64
Grapefruit,0.76,31.700000000000003,24.09
Red onion,0.78,34.6,26.99
Kale,5.02,15.700000000000001,78.81
Grapes,2.63,10.200000000000001,26.83
Green cabbage,0.8,8.3,6.64
Kale,5.02,11.9,59.74
Lemon,1.29,28.400000000000002,36.64
Asparagus,2.49,7.800000000000001,19.42
Potatoes,0.86,18.900000000000002,16.25
Grapefruit,0.76,7.2,5.47
Orange,1.09,6.5,7.09
Carrots,1.26,10,12.6
Orange,1.09,37.4,40.77
Garlic,1.19,23.200000000000003,27.61
Papaya,1.34,21.6,28.94
Lemon,1.29,37.5,48.38
Corn,1.07,17.900000000000002,19.15
Cucumber,1.07,12.100000000000001,12.95
Apricots,3.71,16.2,60.1
Watermelon,0.66,28.5,18.81
Coconuts,1.18,18.900000000000002,22.3
Beets,1.51,20.1,30.35
Coconuts,1.18,38.2,45.08
Garlic,1.19,14,16.66
Coconuts,1.18,21.900000000000002,25.84
Celery,3.07,24.900000000000002,76.44
Daikon,1.4,15.3,21.42
Coconuts,1.18,18,21.24
Kale,5.02,9.700000000000001,48.69
Avocados,3.23,28.900000000000002,93.35
Potatoes,0.86,28.6,24.6
Apples,1.88,10.3,19.36
Cherries,9.5,30.6,290.7
Bok choy,1.42,38.5,54.67
Lime,1.06,7.7,8.16
Ginger,5.13,30.1,154.41
Parsnips,2.27,37.4,84.9
Spinach,4.12,10.700000000000001,44.08
Lime,1.06,7.6000000000000005,8.06
Beets,1.51,1.5,2.27
Orange,1.09,1.4000000000000001,1.53
Asparagus,2.49,39.6,98.6
Bananas,0.86,16.6,14.28
Red onion,0.78,5.7,4.45
Avocados,3.23,7.4,23.9
Parsnips,2.27,22.8,51.76
Spinach,4.12,35.800000000000004,147.5
Eggplant,2.32,0.7000000000000001,1.62
Carrots,1.26,31.400000000000002,39.56
Brussels sprouts,1.65,29.700000000000003,49.01
Apricots,3.71,33.9,125.77
Asparagus,2.49,22.3,55.53
Tomatoes,3.16,8.3,26.23
Asparagus,2.49,4.4,10.96
Green cabbage,0.8,38.5,30.8
Yellow peppers,2.87,21.700000000000003,62.28
Butternut squash,1.28,38.7,49.54
Grapefruit,0.76,38.7,29.41
Papaya,1.34,1.3,1.74
Grapes,2.63,19.700000000000003,51.81
Orange,1.09,5.800000000000001,6.32
Butternut squash,1.28,7.6000000000000005,9.73
Asparagus,2.49,23.200000000000003,57.77
Green peppers,1.89,16.7,31.56
Okra,2.26,16.7,37.74
Yellow peppers,2.87,1.5,4.31
Apples,1.88,17.400000000000002,32.71
Beets,1.51,11.3,17.06
Celery,3.07,38.300000000000004,117.58
Brussels sprouts,1.65,2.4000000000000004,3.96
Cherries,9.5,8.5,80.75
Cucumber,1.07,39.1,41.84
Coconuts,1.18,2,2.36
Butternut squash,1.28,16.8,21.5
Tomatoes,3.16,4,12.64
Asparagus,2.49,19.900000000000002,49.55
Bok choy,1.42,10.700000000000001,15.19
Eggplant,2.32,5.300000000000001,12.3
Grapes,2.63,5.1000000000000005,13.41
Garlic,1.19,19.8,23.56
Beets,1.51,18.6,28.09
Grapefruit,0.76,19.6,14.9
Bok choy,1.42,6.5,9.23
Fava beans,2.69,37.1,99.8
Lettuce,1.88,24.8,46.62
Brussels sprouts,1.65,17,28.05
Grapefruit,0.76,2.7,2.05
Bananas,0.86,33.7,28.98
Parsnips,2.27,13,29.51
Grapes,2.63,33.800000000000004,88.89
Green cabbage,0.8,16.900000000000002,13.52
Orange,1.09,11.100000000000001,12.1
Apples,1.88,5,9.4
Ginger,5.13,31.6,162.11
Parsnips,2.27,33.800000000000004,76.73
Yellow peppers,2.87,23.200000000000003,66.58
Asparagus,2.49,0.7000000000000001,1.74
Green peppers,1.89,21.3,40.26
Apricots,3.71,20.200000000000003,74.94
Lettuce,1.88,7,13.16
Lemon,1.29,33.2,42.83
Celery,3.07,14.8,45.44
Lime,1.06,33.9,35.93
Orange,1.09,34.5,37.61
Cucumber,1.07,1.6,1.71
Asparagus,2.49,0.9,2.24
Yellow peppers,2.87,34.800000000000004,99.88
Green beans,2.52,1.6,4.03
Asparagus,2.49,2.5,6.23
Avocados,3.23,18.7,60.4
Green beans,2.52,3,7.56
Green beans,2.52,10.4,26.21
Apples,1.88,4.2,7.9
Eggplant,2.32,11.8,27.38
Garlic,1.19,40,47.6
Orange,1.09,1.4000000000000001,1.53
Lettuce,1.88,28.5,53.58
Lime,1.06,31.200000000000003,33.07
Butternut squash,1.28,1.1,1.41
Garlic,1.19,8,9.52
Avocados,3.23,33.7,108.85
Spinach,4.12,0.9,3.71
Parsnips,2.27,13.4,30.42
Green beans,2.52,37.2,93.74
Spinach,4.12,13.5,55.62
Green peppers,1.89,1.3,2.46
Apricots,3.71,37.1,137.64
Red onion,0.78,5.1000000000000005,3.98
Carrots,1.26,23.8,29.99
Strawberries,4.4,15.4,67.76
Lemon,1.29,5.6000000000000005,7.22
Cucumber,1.07,16.400000000000002,17.55
Papaya,1.34,28.6,38.32
Orange,1.09,21.3,23.22
Kale,5.02,35.300000000000004,177.21
Green beans,2.52,38.7,97.52
Beets,1.51,14.8,22.35
Butternut squash,1.28,29.5,37.76
Green peppers,1.89,28.900000000000002,54.62
Lettuce,1.88,31.3,58.84
Garlic,1.19,27.900000000000002,33.2
Carrots,1.26,23.400000000000002,29.48
Cherries,9.5,35.7,339.15
Corn,1.07,25.700000000000003,27.5
Avocados,3.23,12,38.76
Fava beans,2.69,27.1,72.9
Orange,1.09,34.2,37.28
Green peppers,1.89,17.7,33.45
Green cabbage,0.8,21.1,16.88
Brussels sprouts,1.65,16.6,27.39
Lemon,1.29,19.200000000000003,24.77
Ginger,5.13,22.1,113.37
Daikon,1.4,35.9,50.26
Cherries,9.5,2.2,20.9
Grapefruit,0.76,30.700000000000003,23.33
Spinach,4.12,28.200000000000003,116.18
Parsnips,2.27,15.200000000000001,34.5
Grapefruit,0.76,3.3000000000000003,2.51
Apricots,3.71,32,118.72
Red onion,0.78,18.900000000000002,14.74
Lemon,1.29,22,28.38
Watermelon,0.66,7.2,4.75
Grapes,2.63,23.1,60.75
Corn,1.07,7.2,7.7
Apples,1.88,6.9,12.97
Lemon,1.29,1.9000000000000001,2.45
Lettuce,1.88,37.7,70.88
Bananas,0.86,9,7.74
Watermelon,0.66,13.5,8.91
Green cabbage,0.8,16.2,12.96
Lettuce,1.88,16.2,30.46
Yellow peppers,2.87,36.5,104.76
Bananas,0.86,35.7,30.7
Yellow peppers,2.87,5.4,15.5
Fava beans,2.69,20.6,55.41
Strawberries,4.4,14.200000000000001,62.48
Orange,1.09,13.9,15.15
Spinach,4.12,21.1,86.93
Kale,5.02,22.200000000000003,111.44
Papaya,1.34,8.1,10.85
Avocados,3.23,37.4,120.8
Lime,1.06,38.7,41.02
Red onion,0.78,17.3,13.49
Red onion,0.78,21.6,16.85
Kale,5.02,4.4,22.09
Fava beans,2.69,20.8,55.95
Potatoes,0.86,22,18.92
Strawberries,4.4,1.5,6.6
Bok choy,1.42,4.7,6.67
Daikon,1.4,6.800000000000001,9.52
Avocados,3.23,18.400000000000002,59.43
Tomatoes,3.16,20,63.2
Eggplant,2.32,37.7,87.46
Lemon,1.29,1.3,1.68
Cucumber,1.07,31.700000000000003,33.92
Coconuts,1.18,14.4,16.99
Red onion,0.78,26.400000000000002,20.59
Green cabbage,0.8,11.5,9.2
Eggplant,2.32,7.1000000000000005,16.47
Cherries,9.5,32.6,309.7
Yellow peppers,2.87,2.9000000000000004,8.32
Celery,3.07,12.5,38.38
Apples,1.88,20.200000000000003,37.98
Carrots,1.26,37.4,47.12
Lime,1.06,27.1,28.73
Asparagus,2.49,25.900000000000002,64.49
Cucumber,1.07,3,3.21
Asparagus,2.49,5.300000000000001,13.2
Watermelon,0.66,21.5,14.19
Butternut squash,1.28,10.5,13.44
Cucumber,1.07,32.800000000000004,35.1
Parsnips,2.27,30.3,68.78
Okra,2.26,14.4,32.54
Kale,5.02,38.300000000000004,192.27
Bok choy,1.42,19.3,27.41
Parsnips,2.27,38.1,86.49
Orange,1.09,31.900000000000002,34.77
Carrots,1.26,39,49.14
Potatoes,0.86,33.1,28.47
Apricots,3.71,16.7,61.96
Tomatoes,3.16,25.5,80.58
Apples,1.88,22.6,42.49
Green beans,2.52,20.5,51.66
Tomatoes,3.16,13,41.08
Potatoes,0.86,12.9,11.09
Potatoes,0.86,39.5,33.97
Potatoes,0.86,26.3,22.62
Kale,5.02,9.5,47.69
Spinach,4.12,38,156.56
Green peppers,1.89,30.8,58.21
Coconuts,1.18,2.3000000000000003,2.71
Orange,1.09,34.4,37.5
Carrots,1.26,38.800000000000004,48.89
Fava beans,2.69,8.3,22.33
Coconuts,1.18,3.3000000000000003,3.89
Cherries,9.5,24.6,233.7
Red onion,0.78,9.700000000000001,7.57
Grapes,2.63,16.8,44.18
Eggplant,2.32,12,27.84
Lime,1.06,9.8,10.39
Carrots,1.26,29.700000000000003,37.42
Avocados,3.23,16.2,52.33
Lettuce,1.88,1.8,3.38
Ginger,5.13,34.1,174.93
Daikon,1.4,27.200000000000003,38.08
Tomatoes,3.16,21.900000000000002,69.2
Fava beans,2.69,5.800000000000001,15.6
Green beans,2.52,32.300000000000004,81.4
Asparagus,2.49,19.400000000000002,48.31
Grapefruit,0.76,0.5,0.38
Green peppers,1.89,31.400000000000002,59.35
Orange,1.09,27.3,29.76
Lettuce,1.88,2.5,4.7
Coconuts,1.18,27.200000000000003,32.1
Eggplant,2.32,9.3,21.58
Yellow peppers,2.87,0.7000000000000001,2.01
Parsnips,2.27,3.2,7.26
Spinach,4.12,24.700000000000003,101.76
Cherries,9.5,5.6000000000000005,53.2
Fava beans,2.69,40,107.6
Strawberries,4.4,29.6,130.24
Ginger,5.13,1.4000000000000001,7.18
Ginger,5.13,15.700000000000001,80.54
Green peppers,1.89,1.9000000000000001,3.59
Green peppers,1.89,30.6,57.83
Butternut squash,1.28,17.900000000000002,22.91
Potatoes,0.86,4.800000000000001,4.13
Grapes,2.63,24.700000000000003,64.96
Lime,1.06,1.5,1.59
Kale,5.02,33.1,166.16
Green peppers,1.89,32.2,60.86
Grapefruit,0.76,36.1,27.44
Papaya,1.34,37.9,50.79
Okra,2.26,24.8,56.05
Daikon,1.4,27.200000000000003,38.08
Okra,2.26,17.6,39.78
Garlic,1.19,36.300000000000004,43.2
Celery,3.07,8.1,24.87
Apples,1.88,28.5,53.58
Lemon,1.29,34.300000000000004,44.25
Green peppers,1.89,4.5,8.51
Lemon,1.29,30.5,39.35
Tomatoes,3.16,15.3,48.35
Bok choy,1.42,38.7,54.95
Lemon,1.29,35.1,45.28
Beets,1.51,15.4,23.25
Lime,1.06,18,19.08
Ginger,5.13,16,82.08
Carrots,1.26,10.9,13.73
Parsnips,2.27,23.400000000000002,53.12
Kale,5.02,6,30.12
Brussels sprouts,1.65,31.400000000000002,51.81
Green peppers,1.89,32.9,62.18
Celery,3.07,21.700000000000003,66.62
Kale,5.02,11.5,57.73
Strawberries,4.4,8.4,36.96
Green peppers,1.89,27,51.03
Grapes,2.63,10.3,27.09
Beets,1.51,34.4,51.94
Butternut squash,1.28,10.5,13.44
Orange,1.09,22.1,24.09
Bananas,0.86,8,6.88
Brussels sprouts,1.65,30.1,49.67
Green peppers,1.89,12.9,24.38
Lime,1.06,28.6,30.32
Grapes,2.63,32.7,86
Butternut squash,1.28,28.6,36.61
Red onion,0.78,11.600000000000001,9.05
Grapes,2.63,13.3,34.98
Cucumber,1.07,23.3,24.93
Avocados,3.23,37.9,122.42
Avocados,3.23,29,93.67
Asparagus,2.49,25.700000000000003,63.99
Bok choy,1.42,38.400000000000006,54.53
Cherries,9.5,37.9,360.05
Red onion,0.78,38.7,30.19
Brussels sprouts,1.65,16,26.4
Green cabbage,0.8,6.6000000000000005,5.28
Watermelon,0.66,9,5.94
Brussels sprouts,1.65,22.700000000000003,37.46
Carrots,1.26,14,17.64
Yellow peppers,2.87,17.400000000000002,49.94
Garlic,1.19,9.700000000000001,11.54
Grapes,2.63,19.8,52.07
Orange,1.09,33.2,36.19
Apples,1.88,21.6,40.61
Green beans,2.52,33.4,84.17
Butternut squash,1.28,12.9,16.51
Fava beans,2.69,28.3,76.13
Grapefruit,0.76,18.5,14.06
Daikon,1.4,2.5,3.5
Asparagus,2.49,31.6,78.68
Strawberries,4.4,28.3,124.52
Daikon,1.4,15.3,21.42
Strawberries,4.4,18.7,82.28
Cherries,9.5,20.8,197.6
Carrots,1.26,27.8,35.03
Apples,1.88,13.700000000000001,25.76
Fava beans,2.69,33.6,90.38
Lettuce,1.88,32.6,61.29
Potatoes,0.86,17.1,14.71
Garlic,1.19,37.1,44.15
Daikon,1.4,33.2,46.48
Beets,1.51,16.8,25.37
Coconuts,1.18,17.900000000000002,21.12
Watermelon,0.66,8.6,5.68
Ginger,5.13,2.3000000000000003,11.8
Grapes,2.63,12.4,32.61
Ginger,5.13,4.7,24.11
Beets,1.51,18.5,27.94
Orange,1.09,0.6000000000000001,0.65
Tomatoes,3.16,17.5,55.3
Asparagus,2.49,39,97.11
Coconuts,1.18,40,47.2
Asparagus,2.49,25.1,62.5
Papaya,1.34,29.5,39.53
Avocados,3.23,37.9,122.42
Apricots,3.71,22.1,81.99
Yellow peppers,2.87,26.5,76.06
Coconuts,1.18,36.1,42.6
Daikon,1.4,27.400000000000002,38.36
Yellow peppers,2.87,34,97.58
Bananas,0.86,6,5.16
Lettuce,1.88,11.8,22.18
Cucumber,1.07,7.4,7.92
Carrots,1.26,4.7,5.92
Beets,1.51,34.1,51.49
Yellow peppers,2.87,26.1,74.91
Green cabbage,0.8,36.6,29.28
Okra,2.26,36.800000000000004,83.17
Corn,1.07,24,25.68
Celery,3.07,39.5,121.27
Grapefruit,0.76,22.200000000000003,16.87
Beets,1.51,1.4000000000000001,2.11
Strawberries,4.4,2.4000000000000004,10.56
Cherries,9.5,2,19
Celery,3.07,23.400000000000002,71.84
Grapes,2.63,23.3,61.28
Coconuts,1.18,37.1,43.78
Cherries,9.5,25.3,240.35
Lime,1.06,19.8,20.99
Lime,1.06,13.4,14.2
Spinach,4.12,27.1,111.65
Bok choy,1.42,20.8,29.54
Coconuts,1.18,16.1,19
Potatoes,0.86,9.8,8.43
Corn,1.07,21.5,23.01
Watermelon,0.66,16.8,11.09
Corn,1.07,4.4,4.71
Kale,5.02,24.6,123.49
Garlic,1.19,29,34.51
Okra,2.26,13.100000000000001,29.61
Beets,1.51,11.200000000000001,16.91
Carrots,1.26,34.5,43.47
Tomatoes,3.16,19.200000000000003,60.67
Lemon,1.29,33.300000000000004,42.96
Parsnips,2.27,31.8,72.19
Ginger,5.13,3.1,15.9
Green cabbage,0.8,31.3,25.04
Red onion,0.78,5.800000000000001,4.52
Avocados,3.23,27.3,88.18
Grapefruit,0.76,20.1,15.28
Papaya,1.34,21.3,28.54
Eggplant,2.32,20,46.4
Corn,1.07,2.7,2.89
Bok choy,1.42,12,17.04
Orange,1.09,37.7,41.09
Ginger,5.13,18.3,93.88
Carrots,1.26,7.5,9.45
Beets,1.51,2.7,4.08
Red onion,0.78,14.8,11.54
Strawberries,4.4,10.100000000000001,44.44
Eggplant,2.32,27.900000000000002,64.73
Spinach,4.12,3.8000000000000003,15.66
Garlic,1.19,30.8,36.65
Cherries,9.5,28.1,266.95
Okra,2.26,14.9,33.67
Red onion,0.78,3.6,2.81
Watermelon,0.66,39.2,25.87
Okra,2.26,39.6,89.5
Corn,1.07,16.1,17.23
Cherries,9.5,12.9,122.55
Bok choy,1.42,18.5,26.27
Bok choy,1.42,3.8000000000000003,5.4
Beets,1.51,16.6,25.07
Corn,1.07,15,16.05
Carrots,1.26,22.900000000000002,28.85
Bok choy,1.42,16.8,23.86
Daikon,1.4,33.5,46.9
Apricots,3.71,31.6,117.24
Eggplant,2.32,39,90.48
Okra,2.26,20.200000000000003,45.65
Carrots,1.26,8.9,11.21
Yellow peppers,2.87,8.1,23.25
Potatoes,0.86,31.1,26.75
Strawberries,4.4,27.700000000000003,121.88
Coconuts,1.18,19.6,23.13
Daikon,1.4,39.6,55.44
Lettuce,1.88,1.6,3.01
Red onion,0.78,2.3000000000000003,1.79
Grapes,2.63,31.3,82.32
Potatoes,0.86,33.5,28.81
Lettuce,1.88,14.9,28.01
Grapefruit,0.76,36.300000000000004,27.59
Brussels sprouts,1.65,16.6,27.39
Papaya,1.34,25.6,34.3
Lettuce,1.88,10.5,19.74
Eggplant,2.32,2.2,5.1
Kale,5.02,1.3,6.53
Apples,1.88,22,41.36
Celery,3.07,38.800000000000004,119.12
Yellow peppers,2.87,29,83.23
Yellow peppers,2.87,17.6,50.51
Tomatoes,3.16,0.8,2.53
Watermelon,0.66,23.1,15.25
Coconuts,1.18,6,7.08
Bok choy,1.42,28.900000000000002,41.04
Green cabbage,0.8,11.700000000000001,9.36
Apricots,3.71,13.600000000000001,50.46
Cherries,9.5,6,57
Cherries,9.5,17,161.5
Parsnips,2.27,26.700000000000003,60.61
Green peppers,1.89,1.4000000000000001,2.65
Fava beans,2.69,21.8,58.64
Carrots,1.26,17.3,21.8
Butternut squash,1.28,3.6,4.61
Spinach,4.12,23.1,95.17
Grapefruit,0.76,5.7,4.33
Ginger,5.13,11.700000000000001,60.02
Okra,2.26,38.6,87.24
Kale,5.02,2.8000000000000003,14.06
Yellow peppers,2.87,35.9,103.03
Parsnips,2.27,13.5,30.65
Asparagus,2.49,1.9000000000000001,4.73
Grapes,2.63,5.1000000000000005,13.41
Corn,1.07,5.1000000000000005,5.46
Yellow peppers,2.87,37.800000000000004,108.49
Eggplant,2.32,33.1,76.79
Orange,1.09,4.9,5.34
Green peppers,1.89,11.9,22.49
Grapes,2.63,3.7,9.73
Ginger,5.13,19.8,101.57
Cherries,9.5,3,28.5
Apples,1.88,35.1,65.99
Kale,5.02,32.4,162.65
Lettuce,1.88,2.2,4.14
Watermelon,0.66,31.6,20.86
Lettuce,1.88,26,48.88
Coconuts,1.18,10.4,12.27
Parsnips,2.27,21.900000000000002,49.71
Red onion,0.78,24.700000000000003,19.27
Cherries,9.5,20.8,197.6
Avocados,3.23,22.200000000000003,71.71
Potatoes,0.86,31.3,26.92
Bok choy,1.42,39.7,56.37
Lettuce,1.88,27.900000000000002,52.45
Orange,1.09,2.7,2.94
Garlic,1.19,13.9,16.54
Celery,3.07,4.800000000000001,14.74
Butternut squash,1.28,18.7,23.94
Grapefruit,0.76,15,11.4
Lemon,1.29,20.400000000000002,26.32
Fava beans,2.69,25.6,68.86
Grapefruit,0.76,33.300000000000004,25.31
Red onion,0.78,6.5,5.07
Red onion,0.78,2,1.56
Fava beans,2.69,14.3,38.47
Garlic,1.19,19.900000000000002,23.68
Green cabbage,0.8,29.1,23.28
Ginger,5.13,16.1,82.59
Tomatoes,3.16,3.2,10.11
Tomatoes,3.16,18.3,57.83
Yellow peppers,2.87,9.200000000000001,26.4
Lettuce,1.88,14.600000000000001,27.45
Lettuce,1.88,18.7,35.16
Brussels sprouts,1.65,29.200000000000003,48.18
Corn,1.07,30.8,32.96
Beets,1.51,14.200000000000001,21.44
Apricots,3.71,14.200000000000001,52.68
Spinach,4.12,13,53.56
Lime,1.06,34.5,36.57
Avocados,3.23,22.400000000000002,72.35
Bok choy,1.42,8.8,12.5
Daikon,1.4,10.9,15.26
Parsnips,2.27,22.400000000000002,50.85
Brussels sprouts,1.65,26.5,43.73
Spinach,4.12,29.400000000000002,121.13
Bananas,0.86,31.3,26.92
Beets,1.51,33.9,51.19
Celery,3.07,28.200000000000003,86.57
Bananas,0.86,9.3,8
Orange,1.09,37.800000000000004,41.2
Green peppers,1.89,2.6,4.91
Red onion,0.78,29.700000000000003,23.17
Butternut squash,1.28,38.1,48.77
Eggplant,2.32,21.1,48.95
Watermelon,0.66,16.5,10.89
Corn,1.07,0.6000000000000001,0.64
Celery,3.07,15.700000000000001,48.2
Fava beans,2.69,14.600000000000001,39.27
Apples,1.88,27.200000000000003,51.14
Fava beans,2.69,6.1000000000000005,16.41
Watermelon,0.66,13.8,9.11
Beets,1.51,26.6,40.17
Green cabbage,0.8,22.700000000000003,18.16
Yellow peppers,2.87,25.6,73.47
Garlic,1.19,4.4,5.24
Orange,1.09,1.1,1.2
Papaya,1.34,31.200000000000003,41.81
Coconuts,1.18,21.400000000000002,25.25
Lettuce,1.88,11.8,22.18
Butternut squash,1.28,7.7,9.86
Apricots,3.71,34.300000000000004,127.25
Orange,1.09,15.8,17.22
Celery,3.07,28.900000000000002,88.72
Orange,1.09,10.4,11.34
Lemon,1.29,18.1,23.35
Brussels sprouts,1.65,2.9000000000000004,4.79
Green beans,2.52,35.2,88.7
Ginger,5.13,19,97.47
Apricots,3.71,15.600000000000001,57.88
Celery,3.07,37.2,114.2
Kale,5.02,19.3,96.89
Potatoes,0.86,3.7,3.18
Carrots,1.26,30.700000000000003,38.68
Papaya,1.34,18.8,25.19
Coconuts,1.18,25.3,29.85
Bok choy,1.42,17.5,24.85
Garlic,1.19,10.600000000000001,12.61
Butternut squash,1.28,25.8,33.02
Yellow peppers,2.87,10.600000000000001,30.42
Bok choy,1.42,19.900000000000002,28.26
Strawberries,4.4,16.7,73.48
Strawberries,4.4,31,136.4
Brussels sprouts,1.65,21.6,35.64
Carrots,1.26,39.5,49.77
Papaya,1.34,17.5,23.45
Lemon,1.29,0.5,0.65
Tomatoes,3.16,3.6,11.38
Lemon,1.29,35.1,45.28
Green beans,2.52,18.1,45.61
Spinach,4.12,14.3,58.92
Green cabbage,0.8,0.6000000000000001,0.48
Brussels sprouts,1.65,27.1,44.72
Potatoes,0.86,2.5,2.15
Grapes,2.63,29.400000000000002,77.32
Cucumber,1.07,14.700000000000001,15.73
Garlic,1.19,16.8,19.99
Apricots,3.71,9.600000000000001,35.62
Bananas,0.86,37.6,32.34
Green beans,2.52,13.3,33.52
Butternut squash,1.28,11.100000000000001,14.21
Daikon,1.4,36.800000000000004,51.52
Brussels sprouts,1.65,36.2,59.73
Okra,2.26,35.300000000000004,79.78
Ginger,5.13,9.9,50.79
Parsnips,2.27,39.2,88.98
Bananas,0.86,18.2,15.65
Apricots,3.71,13.9,51.57
Daikon,1.4,14.3,20.02
Apples,1.88,35.1,65.99
Fava beans,2.69,2,5.38
Carrots,1.26,39,49.14
Cucumber,1.07,34.6,37.02
Bananas,0.86,15.700000000000001,13.5
Yellow peppers,2.87,14.4,41.33
Cherries,9.5,2.1,19.95
Brussels sprouts,1.65,22.6,37.29
Cucumber,1.07,21.700000000000003,23.22
Corn,1.07,37.800000000000004,40.45
Papaya,1.34,10.9,14.61
Okra,2.26,31.200000000000003,70.51
Apricots,3.71,2.8000000000000003,10.39
Red onion,0.78,24.3,18.95
Carrots,1.26,24.5,30.87
Eggplant,2.32,18.7,43.38
Cherries,9.5,13.8,131.1
Lime,1.06,35.5,37.63
Yellow peppers,2.87,1.7000000000000002,4.88
Yellow peppers,2.87,12.700000000000001,36.45
Celery,3.07,5.2,15.96
Potatoes,0.86,20.5,17.63
Ginger,5.13,3.8000000000000003,19.49
Bananas,0.86,9,7.74
Potatoes,0.86,32.9,28.29
Cucumber,1.07,8.9,9.52
Red onion,0.78,6,4.68
Papaya,1.34,20.900000000000002,28.01
Bananas,0.86,12,10.32
Daikon,1.4,15,21
Papaya,1.34,3.5,4.69
Cucumber,1.07,10.9,11.66
Spinach,4.12,23.700000000000003,97.64
Cherries,9.5,17.5,166.25
Parsnips,2.27,34,77.18
Cherries,9.5,8.200000000000001,77.9
Carrots,1.26,26.3,33.14
Butternut squash,1.28,5.6000000000000005,7.17
Tomatoes,3.16,20,63.2
Papaya,1.34,4.1000000000000005,5.49
Watermelon,0.66,18.7,12.34
Red onion,0.78,6.6000000000000005,5.15
Lettuce,1.88,19.5,36.66
Green beans,2.52,5,12.6
Apricots,3.71,12.600000000000001,46.75
Grapefruit,0.76,28,21.28
Potatoes,0.86,15.100000000000001,12.99
Okra,2.26,25.700000000000003,58.08
Ginger,5.13,13.3,68.23
Parsnips,2.27,25.8,58.57
Potatoes,0.86,27.8,23.91
Garlic,1.19,6.2,7.38
Watermelon,0.66,5.800000000000001,3.83
Cherries,9.5,4.3,40.85
Butternut squash,1.28,9.600000000000001,12.29
Brussels sprouts,1.65,38.900000000000006,64.19
Parsnips,2.27,16.6,37.68
Fava beans,2.69,9.8,26.36
Parsnips,2.27,9.600000000000001,21.79
Green peppers,1.89,30,56.7
Brussels sprouts,1.65,30.200000000000003,49.83
Cherries,9.5,9.9,94.05
Eggplant,2.32,12,27.84
Asparagus,2.49,26.6,66.23
Lettuce,1.88,13.5,25.38
Eggplant,2.32,37.6,87.23
Bananas,0.86,38.900000000000006,33.45
Lime,1.06,33.6,35.62
Corn,1.07,16.5,17.66
Cucumber,1.07,35.300000000000004,37.77
Butternut squash,1.28,5.9,7.55
Coconuts,1.18,37.800000000000004,44.6
Brussels sprouts,1.65,32.5,53.63
Orange,1.09,39.1,42.62
Asparagus,2.49,5.5,13.7
Potatoes,0.86,2.9000000000000004,2.49
Garlic,1.19,13.9,16.54
Fava beans,2.69,11.4,30.67
Eggplant,2.32,36.6,84.91
Ginger,5.13,33.7,172.88
Daikon,1.4,35.2,49.28
Okra,2.26,27.3,61.7
Ginger,5.13,30.400000000000002,155.95
Brussels sprouts,1.65,19.700000000000003,32.51
Parsnips,2.27,39.7,90.12
Watermelon,0.66,39.400000000000006,26
Strawberries,4.4,24.400000000000002,107.36
Daikon,1.4,1.5,2.1
